"","total","pacotes","custo"
"44016",4775,955,3820
"44017",5575,1115,4460
"44018",3385,677,2708
"44019",4940,988,3952
"44020",4080,816,3264
"44021",4580,916,3664
"44022",5535,1107,4428
"44023",4830,966,3864
"44024",3500,700,2800
"44025",4585,917,3668
"44026",4805,961,3844
"44027",4835,967,3868
"44028",4985,997,3988
"44029",6625,1325,5300
"44030",4350,870,3480
"44031",4505,901,3604
"44032",4225,845,3380
"44033",6680,1336,5344
"44034",4985,997,3988
"44035",4760,952,3808
"44036",4880,976,3904
"44037",4405,881,3524
"44038",6020,1204,4816
"44039",4860,972,3888
"44040",4215,843,3372
"44041",4100,820,3280
"44042",4280,856,3424
"44043",4255,851,3404
"44044",4910,982,3928
"44045",4005,801,3204
"44046",6020,1204,4816
"44047",4955,991,3964
"44048",4990,998,3992
"44049",4200,840,3360
"44050",3705,741,2964
"44051",4745,949,3796
"44052",4630,926,3704
"44053",4480,896,3584
"44054",4365,873,3492
"44055",5755,1151,4604
"44056",3290,658,2632
"44057",3900,780,3120
"44058",4180,836,3344
"44059",5045,1009,4036
"44060",5280,1056,4224
"44061",5365,1073,4292
"44062",4125,825,3300
"44063",7810,1562,6248
"44064",4220,844,3376
"44065",4505,901,3604
"44066",4015,803,3212
"44067",5030,1006,4024
"44068",4215,843,3372
"44069",3960,792,3168
"44070",4820,964,3856
"44071",4080,816,3264
"44072",3630,726,2904
"44073",5155,1031,4124
"44074",4535,907,3628
"44075",4615,923,3692
"44076",5230,1046,4184
"44077",4525,905,3620
"44078",5815,1163,4652
"44079",3755,751,3004
"44080",4380,876,3504
"44081",6175,1235,4940
"44082",3980,796,3184
"44083",5495,1099,4396
"44084",4165,833,3332
"44085",5545,1109,4436
"44086",3655,731,2924
"44087",3450,690,2760
"44088",4620,924,3696
"44089",4040,808,3232
"44090",5320,1064,4256
"44091",4210,842,3368
"44092",3735,747,2988
"44093",4195,839,3356
"44094",5290,1058,4232
"44095",4135,827,3308
"44096",5750,1150,4600
"44097",5715,1143,4572
"44098",4895,979,3916
"44099",3655,731,2924
"44100",4445,889,3556
"44101",4265,853,3412
"44102",6025,1205,4820
"44103",4660,932,3728
"44104",4950,990,3960
"44105",3000,600,2400
"44106",7085,1417,5668
"44107",6155,1231,4924
"44108",5125,1025,4100
"44109",4525,905,3620
"44110",4910,982,3928
"44111",5315,1063,4252
"44112",5520,1104,4416
"44113",3655,731,2924
"44114",7725,1545,6180
"44115",4300,860,3440
"44116",5760,1152,4608
"44117",4380,876,3504
"44118",4385,877,3508
"44119",3565,713,2852
"44120",3885,777,3108
"44121",5445,1089,4356
"44122",5730,1146,4584
"44123",4000,800,3200
"44124",4230,846,3384
"44125",5535,1107,4428
"44126",4060,812,3248
"44127",5055,1011,4044
"44128",6970,1394,5576
"44129",5350,1070,4280
"44130",4615,923,3692
"44131",4330,866,3464
"44132",5160,1032,4128
"44133",5765,1153,4612
"44134",3945,789,3156
"44135",4125,825,3300
"44136",4195,839,3356
"44137",4950,990,3960
"44138",4305,861,3444
"44139",4310,862,3448
"44140",4795,959,3836
"44141",4805,961,3844
"44142",5075,1015,4060
"44143",4450,890,3560
"44144",3965,793,3172
"44145",3575,715,2860
"44146",5760,1152,4608
"44147",3925,785,3140
"44148",3960,792,3168
"44149",4000,800,3200
"44150",4700,940,3760
"44151",4685,937,3748
"44152",5120,1024,4096
"44153",3945,789,3156
"44154",4095,819,3276
"44155",6255,1251,5004
"44156",3745,749,2996
"44157",4730,946,3784
"44158",4740,948,3792
"44159",4265,853,3412
"44160",4435,887,3548
"44161",4565,913,3652
"44162",4025,805,3220
"44163",3645,729,2916
"44164",4365,873,3492
"44165",4760,952,3808
"44166",4930,986,3944
"44167",4960,992,3968
"44168",3930,786,3144
"44169",4300,860,3440
"44170",5100,1020,4080
"44171",3585,717,2868
"44172",4485,897,3588
"44173",5410,1082,4328
"44174",5440,1088,4352
"44175",4775,955,3820
"44176",3450,690,2760
"44177",5330,1066,4264
"44178",4620,924,3696
"44179",4860,972,3888
"44180",3810,762,3048
"44181",4370,874,3496
"44182",5675,1135,4540
"44183",3800,760,3040
"44184",3955,791,3164
"44185",3460,692,2768
"44186",3775,755,3020
"44187",6120,1224,4896
"44188",5280,1056,4224
"44189",4400,880,3520
"44190",4165,833,3332
"44191",4440,888,3552
"44192",5625,1125,4500
"44193",6670,1334,5336
"44194",4615,923,3692
"44195",3835,767,3068
"44196",3985,797,3188
"44197",4795,959,3836
"44198",5225,1045,4180
"44199",4855,971,3884
"44200",4525,905,3620
"44201",4475,895,3580
"44202",4695,939,3756
"44203",3905,781,3124
"44204",4415,883,3532
"44205",5205,1041,4164
"44206",4910,982,3928
"44207",3655,731,2924
"44208",4975,995,3980
"44209",3890,778,3112
"44210",7045,1409,5636
"44211",4545,909,3636
"44212",4715,943,3772
"44213",3675,735,2940
"44214",5985,1197,4788
"44215",5200,1040,4160
"44216",4300,860,3440
"44217",4660,932,3728
"44218",3455,691,2764
"44219",4045,809,3236
"44220",3705,741,2964
"44221",5725,1145,4580
"44222",5705,1141,4564
"44223",5095,1019,4076
"44224",4885,977,3908
"44225",3585,717,2868
"44226",4730,946,3784
"44227",5280,1056,4224
"44228",3505,701,2804
"44229",5935,1187,4748
"44230",4200,840,3360
"44231",4355,871,3484
"44232",4265,853,3412
"44233",4305,861,3444
"44234",4210,842,3368
"44235",5060,1012,4048
"44236",4820,964,3856
"44237",3900,780,3120
"44238",4340,868,3472
"44239",4035,807,3228
"44240",4400,880,3520
"44241",4780,956,3824
"44242",4595,919,3676
"44243",4755,951,3804
"44244",4715,943,3772
"44245",5305,1061,4244
"44246",5225,1045,4180
"44247",3850,770,3080
"44248",4950,990,3960
"44249",5200,1040,4160
"44250",4695,939,3756
"44251",5150,1030,4120
"44252",3955,791,3164
"44253",4990,998,3992
"44254",5855,1171,4684
"44255",4770,954,3816
"44256",3740,748,2992
"44257",4375,875,3500
"44258",4455,891,3564
"44259",4910,982,3928
"44260",4870,974,3896
"44261",4790,958,3832
"44262",9770,1954,7816
"44263",4600,920,3680
"44264",6725,1345,5380
"44265",3475,695,2780
"44266",5580,1116,4464
"44267",4815,963,3852
"44268",5355,1071,4284
"44269",4430,886,3544
"44270",4965,993,3972
"44271",4945,989,3956
"44272",3930,786,3144
"44273",4545,909,3636
"44274",5410,1082,4328
"44275",4575,915,3660
"44276",4990,998,3992
"44277",4070,814,3256
"44278",3655,731,2924
"44279",4020,804,3216
"44280",5130,1026,4104
"44281",6010,1202,4808
"44282",5705,1141,4564
"44283",5510,1102,4408
"44284",4870,974,3896
"44285",4080,816,3264
"44286",3905,781,3124
"44287",4605,921,3684
"44288",5510,1102,4408
"44289",5355,1071,4284
"44290",4870,974,3896
"44291",4695,939,3756
"44292",6085,1217,4868
"44293",4795,959,3836
"44294",6645,1329,5316
"44295",4540,908,3632
"44296",4650,930,3720
"44297",3855,771,3084
"44298",4505,901,3604
"44299",6865,1373,5492
"44300",4240,848,3392
"44301",4920,984,3936
"44302",4860,972,3888
"44303",5135,1027,4108
"44304",4585,917,3668
"44305",3770,754,3016
"44306",3475,695,2780
"44307",4905,981,3924
"44308",4610,922,3688
"44309",5710,1142,4568
"44310",3895,779,3116
"44311",3915,783,3132
"44312",5705,1141,4564
"44313",5620,1124,4496
"44314",4205,841,3364
"44315",5310,1062,4248
"44316",5085,1017,4068
"44317",4915,983,3932
"44318",4665,933,3732
"44319",5050,1010,4040
"44320",4295,859,3436
"44321",7725,1545,6180
"44322",3870,774,3096
"44323",3830,766,3064
"44324",5610,1122,4488
"44325",4960,992,3968
"44326",5020,1004,4016
"44327",3815,763,3052
"44328",3965,793,3172
"44329",4480,896,3584
"44330",4780,956,3824
"44331",4235,847,3388
"44332",4595,919,3676
"44333",4470,894,3576
"44334",4320,864,3456
"44335",3870,774,3096
"44336",4270,854,3416
"44337",5400,1080,4320
"44338",5415,1083,4332
"44339",3860,772,3088
"44340",5400,1080,4320
"44341",4100,820,3280
"44342",4345,869,3476
"44343",3610,722,2888
"44344",4295,859,3436
"44345",5770,1154,4616
"44346",3370,674,2696
"44347",4735,947,3788
"44348",4955,991,3964
"44349",5120,1024,4096
"44350",4115,823,3292
"44351",4780,956,3824
"44352",4875,975,3900
"44353",4510,902,3608
"44354",5230,1046,4184
"44355",5285,1057,4228
"44356",4345,869,3476
"44357",5835,1167,4668
"44358",4045,809,3236
"44359",4600,920,3680
"44360",4215,843,3372
"44361",4470,894,3576
"44362",4415,883,3532
"44363",4900,980,3920
"44364",5030,1006,4024
"44365",3710,742,2968
"44366",5035,1007,4028
"44367",4055,811,3244
"44368",3730,746,2984
"44369",4165,833,3332
"44370",3980,796,3184
"44371",4040,808,3232
"44372",4220,844,3376
"44373",4110,822,3288
"44374",5285,1057,4228
"44375",7820,1564,6256
"44376",4450,890,3560
"44377",4615,923,3692
"44378",4180,836,3344
"44379",6270,1254,5016
"44380",5115,1023,4092
"44381",4040,808,3232
"44382",3590,718,2872
"44383",4550,910,3640
"44384",6115,1223,4892
"44385",4490,898,3592
"44386",3890,778,3112
"44387",3885,777,3108
"44388",4955,991,3964
"44389",4245,849,3396
"44390",6030,1206,4824
"44391",4485,897,3588
"44392",5615,1123,4492
"44393",4090,818,3272
"44394",4250,850,3400
"44395",5150,1030,4120
"44396",4185,837,3348
"44397",5140,1028,4112
"44398",4685,937,3748
"44399",4710,942,3768
"44400",4360,872,3488
"44401",4095,819,3276
"44402",5740,1148,4592
"44403",4085,817,3268
"44404",4630,926,3704
"44405",4490,898,3592
"44406",6195,1239,4956
"44407",4080,816,3264
"44408",4160,832,3328
"44409",4680,936,3744
"44410",4880,976,3904
"44411",3625,725,2900
"44412",4485,897,3588
"44413",5100,1020,4080
"44414",3865,773,3092
"44415",6560,1312,5248
"44416",3940,788,3152
"44417",4480,896,3584
"44418",7865,1573,6292
"44419",4365,873,3492
"44420",3975,795,3180
"44421",5825,1165,4660
"44422",4240,848,3392
"44423",3840,768,3072
"44424",7930,1586,6344
"44425",4835,967,3868
"44426",3540,708,2832
"44427",9110,1822,7288
"44428",4235,847,3388
"44429",5215,1043,4172
"44430",5455,1091,4364
"44431",4450,890,3560
"44432",4655,931,3724
"44433",5235,1047,4188
"44434",4185,837,3348
"44435",4655,931,3724
"44436",4890,978,3912
"44437",3735,747,2988
"44438",3455,691,2764
"44439",4445,889,3556
"44440",3945,789,3156
"44441",5665,1133,4532
"44442",7610,1522,6088
"44443",3630,726,2904
"44444",4655,931,3724
"44445",4490,898,3592
"44446",5120,1024,4096
"44447",3385,677,2708
"44448",6500,1300,5200
"44449",3755,751,3004
"44450",4470,894,3576
"44451",4585,917,3668
"44452",4770,954,3816
"44453",4975,995,3980
"44454",4255,851,3404
"44455",5725,1145,4580
"44456",5365,1073,4292
"44457",5710,1142,4568
"44458",4935,987,3948
"44459",4070,814,3256
"44460",4765,953,3812
"44461",4990,998,3992
"44462",4815,963,3852
"44463",3840,768,3072
"44464",4335,867,3468
"44465",4405,881,3524
"44466",4370,874,3496
"44467",6410,1282,5128
"44468",5135,1027,4108
"44469",4450,890,3560
"44470",5900,1180,4720
"44471",5295,1059,4236
"44472",4505,901,3604
"44473",5490,1098,4392
"44474",4095,819,3276
"44475",5095,1019,4076
"44476",4715,943,3772
"44477",5095,1019,4076
"44478",4205,841,3364
"44479",4690,938,3752
"44480",5070,1014,4056
"44481",3835,767,3068
"44482",3970,794,3176
"44483",4520,904,3616
"44484",5035,1007,4028
"44485",4930,986,3944
"44486",4330,866,3464
"44487",4860,972,3888
"44488",3850,770,3080
"44489",4020,804,3216
"44490",4955,991,3964
"44491",4605,921,3684
"44492",5225,1045,4180
"44493",4120,824,3296
"44494",4130,826,3304
"44495",5005,1001,4004
"44496",4865,973,3892
"44497",4050,810,3240
"44498",4405,881,3524
"44499",4345,869,3476
"44500",4540,908,3632
"44501",6030,1206,4824
"44502",4310,862,3448
"44503",5345,1069,4276
"44504",5085,1017,4068
"44505",4475,895,3580
"44506",3645,729,2916
"44507",4075,815,3260
"44508",4210,842,3368
"44509",4785,957,3828
"44510",4280,856,3424
"44511",5555,1111,4444
"44512",4405,881,3524
"44513",4695,939,3756
"44514",4450,890,3560
"44515",5700,1140,4560
"44516",5245,1049,4196
"44517",4925,985,3940
"44518",4165,833,3332
"44519",4560,912,3648
"44520",6435,1287,5148
"44521",4035,807,3228
"44522",5410,1082,4328
"44523",4810,962,3848
"44524",5560,1112,4448
"44525",5345,1069,4276
"44526",4430,886,3544
"44527",4385,877,3508
"44528",4995,999,3996
"44529",4870,974,3896
"44530",5575,1115,4460
"44531",4870,974,3896
"44532",4445,889,3556
"44533",4415,883,3532
"44534",4115,823,3292
"44535",4610,922,3688
"44536",4610,922,3688
"44537",5210,1042,4168
"44538",4735,947,3788
"44539",3945,789,3156
"44540",6035,1207,4828
"44541",4355,871,3484
"44542",4060,812,3248
"44543",4090,818,3272
"44544",4615,923,3692
"44545",6460,1292,5168
"44546",4260,852,3408
"44547",4635,927,3708
"44548",5615,1123,4492
"44549",5490,1098,4392
"44550",5215,1043,4172
"44551",4120,824,3296
"44552",4600,920,3680
"44553",4635,927,3708
"44554",3460,692,2768
"44555",4750,950,3800
"44556",4285,857,3428
"44557",4105,821,3284
"44558",4600,920,3680
"44559",4250,850,3400
"44560",4055,811,3244
"44561",3715,743,2972
"44562",4110,822,3288
"44563",7225,1445,5780
"44564",4280,856,3424
"44565",5135,1027,4108
"44566",3805,761,3044
"44567",4465,893,3572
"44568",4770,954,3816
"44569",5030,1006,4024
"44570",4035,807,3228
"44571",4030,806,3224
"44572",3920,784,3136
"44573",3890,778,3112
"44574",4665,933,3732
"44575",4345,869,3476
"44576",5515,1103,4412
"44577",4590,918,3672
"44578",3995,799,3196
"44579",4040,808,3232
"44580",5820,1164,4656
"44581",4585,917,3668
"44582",4885,977,3908
"44583",6380,1276,5104
"44584",3895,779,3116
"44585",5015,1003,4012
"44586",3565,713,2852
"44587",12275,2455,9820
"44588",7010,1402,5608
"44589",4100,820,3280
"44590",6355,1271,5084
"44591",5030,1006,4024
"44592",6465,1293,5172
"44593",4540,908,3632
"44594",5855,1171,4684
"44595",4640,928,3712
"44596",5360,1072,4288
"44597",3610,722,2888
"44598",4215,843,3372
"44599",4295,859,3436
"44600",3940,788,3152
"44601",3330,666,2664
"44602",4575,915,3660
"44603",6395,1279,5116
"44604",3810,762,3048
"44605",5420,1084,4336
"44606",4370,874,3496
"44607",4830,966,3864
"44608",5100,1020,4080
"44609",3760,752,3008
"44610",6135,1227,4908
"44611",3730,746,2984
"44612",5185,1037,4148
"44613",4860,972,3888
"44614",4695,939,3756
"44615",4450,890,3560
"44616",5060,1012,4048
"44617",4075,815,3260
"44618",4085,817,3268
"44619",5345,1069,4276
"44620",5045,1009,4036
"44621",4175,835,3340
"44622",3725,745,2980
"44623",3615,723,2892
"44624",3455,691,2764
"44625",4960,992,3968
"44626",5500,1100,4400
"44627",5355,1071,4284
"44628",4385,877,3508
"44629",4840,968,3872
"44630",4330,866,3464
"44631",3560,712,2848
"44632",5635,1127,4508
"44633",4840,968,3872
"44634",4185,837,3348
"44635",3715,743,2972
"44636",4190,838,3352
"44637",4085,817,3268
"44638",5300,1060,4240
"44639",4225,845,3380
"44640",4460,892,3568
"44641",4410,882,3528
"44642",4420,884,3536
"44643",4735,947,3788
"44644",3710,742,2968
"44645",4090,818,3272
"44646",4510,902,3608
"44647",4890,978,3912
"44648",3810,762,3048
"44649",4600,920,3680
"44650",4800,960,3840
"44651",4225,845,3380
"44652",5415,1083,4332
"44653",4395,879,3516
"44654",4800,960,3840
"44655",5765,1153,4612
"44656",5190,1038,4152
"44657",5215,1043,4172
"44658",4605,921,3684
"44659",5305,1061,4244
"44660",4075,815,3260
"44661",4980,996,3984
"44662",4585,917,3668
"44663",6725,1345,5380
"44664",4855,971,3884
"44665",4995,999,3996
"44666",4150,830,3320
"44667",4890,978,3912
"44668",5900,1180,4720
"44669",4200,840,3360
"44670",4585,917,3668
"44671",4215,843,3372
"44672",6310,1262,5048
"44673",5850,1170,4680
"44674",3905,781,3124
"44675",4595,919,3676
"44676",4780,956,3824
"44677",4850,970,3880
"44678",4160,832,3328
"44679",5355,1071,4284
"44680",5185,1037,4148
"44681",5480,1096,4384
"44682",4230,846,3384
"44683",3890,778,3112
"44684",3540,708,2832
"44685",3505,701,2804
"44686",4785,957,3828
"44687",4240,848,3392
"44688",3415,683,2732
"44689",5360,1072,4288
"44690",3650,730,2920
"44691",6190,1238,4952
"44692",4675,935,3740
"44693",5045,1009,4036
"44694",5800,1160,4640
"44695",4615,923,3692
"44696",4140,828,3312
"44697",6765,1353,5412
"44698",5360,1072,4288
"44699",5685,1137,4548
"44700",4905,981,3924
"44701",5155,1031,4124
"44702",5080,1016,4064
"44703",4780,956,3824
"44704",3600,720,2880
"44705",4665,933,3732
"44706",4630,926,3704
"44707",4230,846,3384
"44708",5740,1148,4592
"44709",5450,1090,4360
"44710",4000,800,3200
"44711",4350,870,3480
"44712",5740,1148,4592
"44713",3760,752,3008
"44714",3885,777,3108
"44715",5160,1032,4128
"44716",6770,1354,5416
"44717",5495,1099,4396
"44718",3545,709,2836
"44719",4760,952,3808
"44720",4785,957,3828
"44721",4080,816,3264
"44722",3990,798,3192
"44723",5325,1065,4260
"44724",4560,912,3648
"44725",5455,1091,4364
"44726",4265,853,3412
"44727",5270,1054,4216
"44728",4550,910,3640
"44729",4880,976,3904
"44730",3945,789,3156
"44731",4755,951,3804
"44732",3945,789,3156
"44733",5805,1161,4644
"44734",5370,1074,4296
"44735",4900,980,3920
"44736",5545,1109,4436
"44737",7050,1410,5640
"44738",4605,921,3684
"44739",5375,1075,4300
"44740",4840,968,3872
"44741",5210,1042,4168
"44742",5675,1135,4540
"44743",5115,1023,4092
"44744",4465,893,3572
"44745",3755,751,3004
"44746",4945,989,3956
"44747",4915,983,3932
"44748",4465,893,3572
"44749",4040,808,3232
"44750",3970,794,3176
"44751",4655,931,3724
"44752",4660,932,3728
"44753",3400,680,2720
"44754",4570,914,3656
"44755",3175,635,2540
"44756",5270,1054,4216
"44757",5180,1036,4144
"44758",4535,907,3628
"44759",6535,1307,5228
"44760",3940,788,3152
"44761",4795,959,3836
"44762",4920,984,3936
"44763",3935,787,3148
"44764",6820,1364,5456
"44765",4810,962,3848
"44766",4195,839,3356
"44767",4870,974,3896
"44768",5130,1026,4104
"44769",4190,838,3352
"44770",5565,1113,4452
"44771",4020,804,3216
"44772",5310,1062,4248
"44773",6735,1347,5388
"44774",4115,823,3292
"44775",5620,1124,4496
"44776",4760,952,3808
"44777",4875,975,3900
"44778",4560,912,3648
"44779",4905,981,3924
"44780",3770,754,3016
"44781",5835,1167,4668
"44782",6515,1303,5212
"44783",4515,903,3612
"44784",4205,841,3364
"44785",5365,1073,4292
"44786",4975,995,3980
"44787",4585,917,3668
"44788",4565,913,3652
"44789",3570,714,2856
"44790",4970,994,3976
"44791",4555,911,3644
"44792",5430,1086,4344
"44793",4590,918,3672
"44794",4225,845,3380
"44795",4150,830,3320
"44796",4725,945,3780
"44797",4635,927,3708
"44798",5950,1190,4760
"44799",5260,1052,4208
"44800",5945,1189,4756
"44801",4500,900,3600
"44802",4305,861,3444
"44803",5615,1123,4492
"44804",4300,860,3440
"44805",5025,1005,4020
"44806",4130,826,3304
"44807",4390,878,3512
"44808",5145,1029,4116
"44809",3735,747,2988
"44810",4940,988,3952
"44811",4480,896,3584
"44812",4510,902,3608
"44813",4980,996,3984
"44814",4135,827,3308
"44815",4200,840,3360
"44816",5985,1197,4788
"44817",4905,981,3924
"44818",4530,906,3624
"44819",6150,1230,4920
"44820",5390,1078,4312
"44821",3845,769,3076
"44822",4025,805,3220
"44823",5175,1035,4140
"44824",4240,848,3392
"44825",4400,880,3520
"44826",5210,1042,4168
"44827",4620,924,3696
"44828",5400,1080,4320
"44829",4320,864,3456
"44830",3520,704,2816
"44831",4050,810,3240
"44832",4360,872,3488
"44833",4280,856,3424
"44834",4540,908,3632
"44835",6035,1207,4828
"44836",4920,984,3936
"44837",5065,1013,4052
"44838",4610,922,3688
"44839",5290,1058,4232
"44840",4960,992,3968
"44841",4745,949,3796
"44842",5750,1150,4600
"44843",4040,808,3232
"44844",4310,862,3448
"44845",5145,1029,4116
"44846",4475,895,3580
"44847",3970,794,3176
"44848",5670,1134,4536
"44849",5380,1076,4304
"44850",3840,768,3072
"44851",5710,1142,4568
"44852",4035,807,3228
"44853",4530,906,3624
"44854",3730,746,2984
"44855",4210,842,3368
"44856",3785,757,3028
"44857",3735,747,2988
"44858",5230,1046,4184
"44859",4660,932,3728
"44860",6350,1270,5080
"44861",4720,944,3776
"44862",4825,965,3860
"44863",4335,867,3468
"44864",4715,943,3772
"44865",3660,732,2928
"44866",5340,1068,4272
"44867",6755,1351,5404
"44868",5410,1082,4328
"44869",4065,813,3252
"44870",3985,797,3188
"44871",4080,816,3264
"44872",5555,1111,4444
"44873",4135,827,3308
"44874",4490,898,3592
"44875",6265,1253,5012
"44876",4505,901,3604
"44877",3985,797,3188
"44878",4055,811,3244
"44879",4625,925,3700
"44880",4505,901,3604
"44881",5035,1007,4028
"44882",5205,1041,4164
"44883",3995,799,3196
"44884",4010,802,3208
"44885",4080,816,3264
"44886",4150,830,3320
"44887",5455,1091,4364
"44888",4425,885,3540
"44889",4275,855,3420
"44890",5155,1031,4124
"44891",4575,915,3660
"44892",4285,857,3428
"44893",5430,1086,4344
"44894",4720,944,3776
"44895",4745,949,3796
"44896",3950,790,3160
"44897",4885,977,3908
"44898",3550,710,2840
"44899",4565,913,3652
"44900",7115,1423,5692
"44901",4910,982,3928
"44902",5905,1181,4724
"44903",3285,657,2628
"44904",5585,1117,4468
"44905",5775,1155,4620
"44906",4345,869,3476
"44907",4380,876,3504
"44908",3860,772,3088
"44909",4345,869,3476
"44910",4135,827,3308
"44911",7425,1485,5940
"44912",4495,899,3596
"44913",3720,744,2976
"44914",4140,828,3312
"44915",4615,923,3692
"44916",5455,1091,4364
"44917",4095,819,3276
"44918",4600,920,3680
"44919",4440,888,3552
"44920",4765,953,3812
"44921",4490,898,3592
"44922",4270,854,3416
"44923",5390,1078,4312
"44924",6235,1247,4988
"44925",4615,923,3692
"44926",4670,934,3736
"44927",4190,838,3352
"44928",3715,743,2972
"44929",3915,783,3132
"44930",5070,1014,4056
"44931",4270,854,3416
"44932",5335,1067,4268
"44933",5125,1025,4100
"44934",5185,1037,4148
"44935",5100,1020,4080
"44936",4170,834,3336
"44937",4670,934,3736
"44938",4050,810,3240
"44939",4935,987,3948
"44940",5230,1046,4184
"44941",4720,944,3776
"44942",3975,795,3180
"44943",4245,849,3396
"44944",5050,1010,4040
"44945",4205,841,3364
"44946",4160,832,3328
"44947",5290,1058,4232
"44948",4760,952,3808
"44949",4625,925,3700
"44950",4550,910,3640
"44951",3820,764,3056
"44952",4815,963,3852
"44953",5340,1068,4272
"44954",5240,1048,4192
"44955",5140,1028,4112
"44956",4675,935,3740
"44957",4265,853,3412
"44958",4885,977,3908
"44959",5480,1096,4384
"44960",6935,1387,5548
"44961",6400,1280,5120
"44962",5585,1117,4468
"44963",5650,1130,4520
"44964",5435,1087,4348
"44965",4550,910,3640
"44966",4100,820,3280
"44967",4560,912,3648
"44968",4640,928,3712
"44969",5765,1153,4612
"44970",3570,714,2856
"44971",4455,891,3564
"44972",3580,716,2864
"44973",4730,946,3784
"44974",4585,917,3668
"44975",4990,998,3992
"44976",6950,1390,5560
"44977",6515,1303,5212
"44978",3565,713,2852
"44979",4865,973,3892
"44980",3815,763,3052
"44981",5350,1070,4280
"44982",4125,825,3300
"44983",4490,898,3592
"44984",4845,969,3876
"44985",4365,873,3492
"44986",4170,834,3336
"44987",4640,928,3712
"44988",4780,956,3824
"44989",4040,808,3232
"44990",3940,788,3152
"44991",4595,919,3676
"44992",5525,1105,4420
"44993",5495,1099,4396
"44994",4510,902,3608
"44995",4750,950,3800
"44996",5880,1176,4704
"44997",4080,816,3264
"44998",5955,1191,4764
"44999",4350,870,3480
"45000",5420,1084,4336
"45001",4635,927,3708
"45002",4925,985,3940
"45003",3480,696,2784
"45004",4105,821,3284
"45005",4720,944,3776
"45006",5375,1075,4300
"45007",4245,849,3396
"45008",3960,792,3168
"45009",3430,686,2744
"45010",6170,1234,4936
"45011",4450,890,3560
"45012",4195,839,3356
"45013",4625,925,3700
"45014",4860,972,3888
"45015",4980,996,3984
"45016",4555,911,3644
"45017",4465,893,3572
"45018",5935,1187,4748
"45019",5310,1062,4248
"45020",4450,890,3560
"45021",4570,914,3656
"45022",4650,930,3720
"45023",4935,987,3948
"45024",6835,1367,5468
"45025",5450,1090,4360
"45026",5115,1023,4092
"45027",5335,1067,4268
"45028",5490,1098,4392
"45029",4080,816,3264
"45030",4085,817,3268
"45031",5950,1190,4760
"45032",5770,1154,4616
"45033",6745,1349,5396
"45034",5600,1120,4480
"45035",3775,755,3020
"45036",7225,1445,5780
"45037",3655,731,2924
"45038",5215,1043,4172
"45039",5005,1001,4004
"45040",3855,771,3084
"45041",5085,1017,4068
"45042",5185,1037,4148
"45043",4625,925,3700
"45044",3670,734,2936
"45045",4025,805,3220
"45046",4280,856,3424
"45047",4005,801,3204
"45048",5200,1040,4160
"45049",5735,1147,4588
"45050",3570,714,2856
"45051",4145,829,3316
"45052",4170,834,3336
"45053",6320,1264,5056
"45054",3720,744,2976
"45055",4175,835,3340
"45056",4450,890,3560
"45057",4890,978,3912
"45058",5905,1181,4724
"45059",4560,912,3648
"45060",3350,670,2680
"45061",3875,775,3100
"45062",5015,1003,4012
"45063",4760,952,3808
"45064",3735,747,2988
"45065",3990,798,3192
"45066",4895,979,3916
"45067",4420,884,3536
"45068",5695,1139,4556
"45069",3710,742,2968
"45070",3940,788,3152
"45071",3945,789,3156
"45072",5465,1093,4372
"45073",4985,997,3988
"45074",4840,968,3872
"45075",4335,867,3468
"45076",5715,1143,4572
"45077",5640,1128,4512
"45078",4850,970,3880
"45079",3525,705,2820
"45080",4300,860,3440
"45081",4245,849,3396
"45082",4550,910,3640
"45083",4895,979,3916
"45084",5310,1062,4248
"45085",3530,706,2824
"45086",4080,816,3264
"45087",4665,933,3732
"45088",5815,1163,4652
"45089",5805,1161,4644
"45090",4640,928,3712
"45091",4890,978,3912
"45092",3535,707,2828
"45093",4055,811,3244
"45094",4470,894,3576
"45095",4100,820,3280
"45096",3545,709,2836
"45097",3920,784,3136
"45098",3145,629,2516
"45099",4605,921,3684
"45100",3775,755,3020
"45101",5610,1122,4488
"45102",3965,793,3172
"45103",3490,698,2792
"45104",4020,804,3216
"45105",5335,1067,4268
"45106",5415,1083,4332
"45107",4115,823,3292
"45108",4660,932,3728
"45109",5125,1025,4100
"45110",5195,1039,4156
"45111",3970,794,3176
"45112",5745,1149,4596
"45113",4250,850,3400
"45114",3900,780,3120
"45115",4415,883,3532
"45116",5190,1038,4152
"45117",4590,918,3672
"45118",3885,777,3108
"45119",4490,898,3592
"45120",5525,1105,4420
"45121",4325,865,3460
"45122",3915,783,3132
"45123",5355,1071,4284
"45124",4615,923,3692
"45125",4610,922,3688
"45126",6510,1302,5208
"45127",3785,757,3028
"45128",4955,991,3964
"45129",4330,866,3464
"45130",5405,1081,4324
"45131",4495,899,3596
"45132",5745,1149,4596
"45133",5620,1124,4496
"45134",4335,867,3468
"45135",4205,841,3364
"45136",4075,815,3260
"45137",4890,978,3912
"45138",4285,857,3428
"45139",5840,1168,4672
"45140",3510,702,2808
"45141",4185,837,3348
"45142",4750,950,3800
"45143",5190,1038,4152
"45144",7150,1430,5720
"45145",4340,868,3472
"45146",4425,885,3540
"45147",3755,751,3004
"45148",4595,919,3676
"45149",5135,1027,4108
"45150",6180,1236,4944
"45151",4140,828,3312
