"","total","pacotes","custo"
"45152",3820,764,3056
"45153",4245,849,3396
"45154",4280,856,3424
"45155",4655,931,3724
"45156",3605,721,2884
"45157",6125,1225,4900
"45158",3825,765,3060
"45159",3980,796,3184
"45160",4875,975,3900
"45161",4130,826,3304
"45162",4785,957,3828
"45163",4735,947,3788
"45164",5415,1083,4332
"45165",3555,711,2844
"45166",6270,1254,5016
"45167",5925,1185,4740
"45168",4280,856,3424
"45169",4010,802,3208
"45170",6420,1284,5136
"45171",5370,1074,4296
"45172",4110,822,3288
"45173",4730,946,3784
"45174",4225,845,3380
"45175",3965,793,3172
"45176",3630,726,2904
"45177",3770,754,3016
"45178",6695,1339,5356
"45179",4065,813,3252
"45180",4305,861,3444
"45181",4405,881,3524
"45182",6795,1359,5436
"45183",5235,1047,4188
"45184",4200,840,3360
"45185",4605,921,3684
"45186",4565,913,3652
"45187",6270,1254,5016
"45188",3600,720,2880
"45189",4905,981,3924
"45190",6030,1206,4824
"45191",5675,1135,4540
"45192",4410,882,3528
"45193",4705,941,3764
"45194",4095,819,3276
"45195",4945,989,3956
"45196",4480,896,3584
"45197",4610,922,3688
"45198",4695,939,3756
"45199",4820,964,3856
"45200",4650,930,3720
"45201",8015,1603,6412
"45202",3510,702,2808
"45203",4935,987,3948
"45204",4880,976,3904
"45205",4565,913,3652
"45206",4310,862,3448
"45207",5945,1189,4756
"45208",4815,963,3852
"45209",3540,708,2832
"45210",3715,743,2972
"45211",4220,844,3376
"45212",5230,1046,4184
"45213",3805,761,3044
"45214",4230,846,3384
"45215",4535,907,3628
"45216",4090,818,3272
"45217",4565,913,3652
"45218",3815,763,3052
"45219",7095,1419,5676
"45220",4600,920,3680
"45221",6710,1342,5368
"45222",4590,918,3672
"45223",5400,1080,4320
"45224",4205,841,3364
"45225",4315,863,3452
"45226",5000,1000,4000
"45227",4180,836,3344
"45228",4890,978,3912
"45229",4595,919,3676
"45230",4245,849,3396
"45231",4640,928,3712
"45232",4800,960,3840
"45233",4615,923,3692
"45234",4380,876,3504
"45235",4400,880,3520
"45236",5585,1117,4468
"45237",3775,755,3020
"45238",4000,800,3200
"45239",5190,1038,4152
"45240",6560,1312,5248
"45241",4415,883,3532
"45242",7095,1419,5676
"45243",4310,862,3448
"45244",5855,1171,4684
"45245",4230,846,3384
"45246",3265,653,2612
"45247",4115,823,3292
"45248",4790,958,3832
"45249",5205,1041,4164
"45250",3335,667,2668
"45251",3730,746,2984
"45252",3670,734,2936
"45253",7640,1528,6112
"45254",4345,869,3476
"45255",6620,1324,5296
"45256",4275,855,3420
"45257",5365,1073,4292
"45258",4265,853,3412
"45259",4065,813,3252
"45260",4650,930,3720
"45261",4350,870,3480
"45262",3850,770,3080
"45263",4655,931,3724
"45264",4075,815,3260
"45265",5375,1075,4300
"45266",4590,918,3672
"45267",4690,938,3752
"45268",4235,847,3388
"45269",4470,894,3576
"45270",5980,1196,4784
"45271",4255,851,3404
"45272",3925,785,3140
"45273",3290,658,2632
"45274",3835,767,3068
"45275",5455,1091,4364
"45276",3755,751,3004
"45277",3850,770,3080
"45278",4745,949,3796
"45279",4000,800,3200
"45280",5745,1149,4596
"45281",4015,803,3212
"45282",4245,849,3396
"45283",4185,837,3348
"45284",3700,740,2960
"45285",5050,1010,4040
"45286",4955,991,3964
"45287",3495,699,2796
"45288",5345,1069,4276
"45289",4195,839,3356
"45290",4055,811,3244
"45291",4135,827,3308
"45292",3765,753,3012
"45293",3695,739,2956
"45294",3760,752,3008
"45295",6755,1351,5404
"45296",6045,1209,4836
"45297",4050,810,3240
"45298",4540,908,3632
"45299",5120,1024,4096
"45300",4060,812,3248
"45301",4175,835,3340
"45302",5740,1148,4592
"45303",4445,889,3556
"45304",4190,838,3352
"45305",4675,935,3740
"45306",5680,1136,4544
"45307",5420,1084,4336
"45308",5120,1024,4096
"45309",6690,1338,5352
"45310",4915,983,3932
"45311",5050,1010,4040
"45312",5900,1180,4720
"45313",3845,769,3076
"45314",3970,794,3176
"45315",6255,1251,5004
"45316",4490,898,3592
"45317",3890,778,3112
"45318",4845,969,3876
"45319",3995,799,3196
"45320",4555,911,3644
"45321",5005,1001,4004
"45322",4435,887,3548
"45323",5940,1188,4752
"45324",6790,1358,5432
"45325",4570,914,3656
"45326",5170,1034,4136
"45327",6885,1377,5508
"45328",4700,940,3760
"45329",4290,858,3432
"45330",4775,955,3820
"45331",3600,720,2880
"45332",3180,636,2544
"45333",3775,755,3020
"45334",3630,726,2904
"45335",4770,954,3816
"45336",4280,856,3424
"45337",4555,911,3644
"45338",4335,867,3468
"45339",4260,852,3408
"45340",5760,1152,4608
"45341",3005,601,2404
"45342",4605,921,3684
"45343",4615,923,3692
"45344",5325,1065,4260
"45345",6115,1223,4892
"45346",4605,921,3684
"45347",4895,979,3916
"45348",4660,932,3728
"45349",4235,847,3388
"45350",3895,779,3116
"45351",6005,1201,4804
"45352",5510,1102,4408
"45353",4920,984,3936
"45354",5010,1002,4008
"45355",4485,897,3588
"45356",4995,999,3996
"45357",3820,764,3056
"45358",4255,851,3404
"45359",5060,1012,4048
"45360",3900,780,3120
"45361",5075,1015,4060
"45362",4685,937,3748
"45363",4660,932,3728
"45364",3480,696,2784
"45365",4635,927,3708
"45366",5740,1148,4592
"45367",5995,1199,4796
"45368",4055,811,3244
"45369",4730,946,3784
"45370",5235,1047,4188
"45371",5600,1120,4480
"45372",4575,915,3660
"45373",3445,689,2756
"45374",3445,689,2756
"45375",5925,1185,4740
"45376",5675,1135,4540
"45377",6490,1298,5192
"45378",4285,857,3428
"45379",4170,834,3336
"45380",5150,1030,4120
"45381",4490,898,3592
"45382",4380,876,3504
"45383",4485,897,3588
"45384",5530,1106,4424
"45385",4270,854,3416
"45386",3420,684,2736
"45387",4370,874,3496
"45388",4305,861,3444
"45389",4055,811,3244
"45390",6865,1373,5492
"45391",3810,762,3048
"45392",4410,882,3528
"45393",4130,826,3304
"45394",5110,1022,4088
"45395",5605,1121,4484
"45396",5350,1070,4280
"45397",5960,1192,4768
"45398",4265,853,3412
"45399",4545,909,3636
"45400",4510,902,3608
"45401",4035,807,3228
"45402",3900,780,3120
"45403",5705,1141,4564
"45404",4710,942,3768
"45405",5270,1054,4216
"45406",5320,1064,4256
"45407",4225,845,3380
"45408",3980,796,3184
"45409",6570,1314,5256
"45410",4085,817,3268
"45411",4060,812,3248
"45412",3770,754,3016
"45413",4990,998,3992
"45414",4935,987,3948
"45415",4580,916,3664
"45416",4440,888,3552
"45417",3975,795,3180
"45418",4590,918,3672
"45419",4710,942,3768
"45420",4015,803,3212
"45421",4930,986,3944
"45422",3700,740,2960
"45423",4535,907,3628
"45424",4725,945,3780
"45425",4875,975,3900
"45426",5615,1123,4492
"45427",3345,669,2676
"45428",5065,1013,4052
"45429",5310,1062,4248
"45430",4955,991,3964
"45431",5575,1115,4460
"45432",3785,757,3028
"45433",4585,917,3668
"45434",6525,1305,5220
"45435",3830,766,3064
"45436",4610,922,3688
"45437",6110,1222,4888
"45438",6180,1236,4944
"45439",3855,771,3084
"45440",4700,940,3760
"45441",4935,987,3948
"45442",4245,849,3396
"45443",4240,848,3392
"45444",4900,980,3920
"45445",4510,902,3608
"45446",3770,754,3016
"45447",4740,948,3792
"45448",3960,792,3168
"45449",5135,1027,4108
"45450",4330,866,3464
"45451",5260,1052,4208
"45452",6115,1223,4892
"45453",5115,1023,4092
"45454",4320,864,3456
"45455",4575,915,3660
"45456",4730,946,3784
"45457",5870,1174,4696
"45458",4330,866,3464
"45459",5330,1066,4264
"45460",5760,1152,4608
"45461",5225,1045,4180
"45462",4820,964,3856
"45463",5640,1128,4512
"45464",4395,879,3516
"45465",4340,868,3472
"45466",4210,842,3368
"45467",5470,1094,4376
"45468",5175,1035,4140
"45469",5675,1135,4540
"45470",3780,756,3024
"45471",6750,1350,5400
"45472",3660,732,2928
"45473",4130,826,3304
"45474",4380,876,3504
"45475",4240,848,3392
"45476",3495,699,2796
"45477",5345,1069,4276
"45478",3520,704,2816
"45479",4160,832,3328
"45480",4210,842,3368
"45481",5170,1034,4136
"45482",4345,869,3476
"45483",5120,1024,4096
"45484",3475,695,2780
"45485",5060,1012,4048
"45486",4750,950,3800
"45487",4020,804,3216
"45488",4515,903,3612
"45489",4710,942,3768
"45490",5835,1167,4668
"45491",3965,793,3172
"45492",3935,787,3148
"45493",4530,906,3624
"45494",4210,842,3368
"45495",3765,753,3012
"45496",4480,896,3584
"45497",3765,753,3012
"45498",4395,879,3516
"45499",4710,942,3768
"45500",4175,835,3340
"45501",4720,944,3776
"45502",4420,884,3536
"45503",4660,932,3728
"45504",3400,680,2720
"45505",5120,1024,4096
"45506",4280,856,3424
"45507",3490,698,2792
"45508",5060,1012,4048
"45509",4480,896,3584
"45510",3900,780,3120
"45511",4895,979,3916
"45512",4395,879,3516
"45513",3650,730,2920
"45514",5700,1140,4560
"45515",3985,797,3188
"45516",4825,965,3860
"45517",4875,975,3900
"45518",4180,836,3344
"45519",4470,894,3576
"45520",4450,890,3560
"45521",4620,924,3696
"45522",4395,879,3516
"45523",5285,1057,4228
"45524",3905,781,3124
"45525",5325,1065,4260
"45526",3395,679,2716
"45527",6080,1216,4864
"45528",4230,846,3384
"45529",4000,800,3200
"45530",5010,1002,4008
"45531",3995,799,3196
"45532",4770,954,3816
"45533",6420,1284,5136
"45534",5575,1115,4460
"45535",9035,1807,7228
"45536",3905,781,3124
"45537",4375,875,3500
"45538",5625,1125,4500
"45539",4245,849,3396
"45540",4115,823,3292
"45541",3505,701,2804
"45542",4215,843,3372
"45543",3945,789,3156
"45544",4135,827,3308
"45545",4585,917,3668
"45546",5390,1078,4312
"45547",4405,881,3524
"45548",4825,965,3860
"45549",4660,932,3728
"45550",4465,893,3572
"45551",6460,1292,5168
"45552",5100,1020,4080
"45553",5040,1008,4032
"45554",4605,921,3684
"45555",4005,801,3204
"45556",3660,732,2928
"45557",4610,922,3688
"45558",3600,720,2880
"45559",3815,763,3052
"45560",5110,1022,4088
"45561",4745,949,3796
"45562",3495,699,2796
"45563",4465,893,3572
"45564",5295,1059,4236
"45565",4250,850,3400
"45566",4760,952,3808
"45567",4890,978,3912
"45568",5640,1128,4512
"45569",4635,927,3708
"45570",5155,1031,4124
"45571",4525,905,3620
"45572",4120,824,3296
"45573",6975,1395,5580
"45574",5880,1176,4704
"45575",3985,797,3188
"45576",4915,983,3932
"45577",3375,675,2700
"45578",4960,992,3968
"45579",5715,1143,4572
"45580",4685,937,3748
"45581",3990,798,3192
"45582",5245,1049,4196
"45583",4125,825,3300
"45584",4470,894,3576
"45585",4860,972,3888
"45586",4860,972,3888
"45587",6150,1230,4920
"45588",3785,757,3028
"45589",3865,773,3092
"45590",4085,817,3268
"45591",5045,1009,4036
"45592",5720,1144,4576
"45593",4380,876,3504
"45594",4460,892,3568
"45595",5070,1014,4056
"45596",4530,906,3624
"45597",4095,819,3276
"45598",5095,1019,4076
"45599",4300,860,3440
"45600",4650,930,3720
"45601",3455,691,2764
"45602",4450,890,3560
"45603",4780,956,3824
"45604",4575,915,3660
"45605",5950,1190,4760
"45606",3435,687,2748
"45607",4750,950,3800
"45608",6725,1345,5380
"45609",4010,802,3208
"45610",5015,1003,4012
"45611",6325,1265,5060
"45612",5615,1123,4492
"45613",4600,920,3680
"45614",5135,1027,4108
"45615",4430,886,3544
"45616",4000,800,3200
"45617",3950,790,3160
"45618",4240,848,3392
"45619",4070,814,3256
"45620",3720,744,2976
"45621",5670,1134,4536
"45622",3755,751,3004
"45623",5260,1052,4208
"45624",5275,1055,4220
"45625",4125,825,3300
"45626",4465,893,3572
"45627",4730,946,3784
"45628",4805,961,3844
"45629",5465,1093,4372
"45630",4740,948,3792
"45631",3720,744,2976
"45632",5395,1079,4316
"45633",4935,987,3948
"45634",4560,912,3648
"45635",5065,1013,4052
"45636",4755,951,3804
"45637",4970,994,3976
"45638",5345,1069,4276
"45639",4740,948,3792
"45640",6985,1397,5588
"45641",4680,936,3744
"45642",5045,1009,4036
"45643",3775,755,3020
"45644",4915,983,3932
"45645",3675,735,2940
"45646",4670,934,3736
"45647",4310,862,3448
"45648",4230,846,3384
"45649",4790,958,3832
"45650",4045,809,3236
"45651",5040,1008,4032
"45652",6060,1212,4848
"45653",4560,912,3648
"45654",4505,901,3604
"45655",4555,911,3644
"45656",3920,784,3136
"45657",4805,961,3844
"45658",4790,958,3832
"45659",3965,793,3172
"45660",7250,1450,5800
"45661",5105,1021,4084
"45662",5245,1049,4196
"45663",3835,767,3068
"45664",4520,904,3616
"45665",4420,884,3536
"45666",4380,876,3504
"45667",5035,1007,4028
"45668",4180,836,3344
"45669",4695,939,3756
"45670",4590,918,3672
"45671",7255,1451,5804
"45672",4510,902,3608
"45673",4670,934,3736
"45674",5065,1013,4052
"45675",4385,877,3508
"45676",5050,1010,4040
"45677",4345,869,3476
"45678",3920,784,3136
"45679",5395,1079,4316
"45680",4360,872,3488
"45681",3625,725,2900
"45682",4750,950,3800
"45683",6025,1205,4820
"45684",5420,1084,4336
"45685",4110,822,3288
"45686",4085,817,3268
"45687",5065,1013,4052
"45688",3215,643,2572
"45689",6770,1354,5416
"45690",4955,991,3964
"45691",5390,1078,4312
"45692",4865,973,3892
"45693",4035,807,3228
"45694",7295,1459,5836
"45695",4285,857,3428
"45696",3980,796,3184
"45697",5290,1058,4232
"45698",3475,695,2780
"45699",4515,903,3612
"45700",4860,972,3888
"45701",4740,948,3792
"45702",3740,748,2992
"45703",3745,749,2996
"45704",4335,867,3468
"45705",5100,1020,4080
"45706",5070,1014,4056
"45707",4390,878,3512
"45708",4435,887,3548
"45709",3995,799,3196
"45710",3440,688,2752
"45711",5665,1133,4532
"45712",3745,749,2996
"45713",6480,1296,5184
"45714",4515,903,3612
"45715",4640,928,3712
"45716",5510,1102,4408
"45717",5320,1064,4256
"45718",5250,1050,4200
"45719",4620,924,3696
"45720",3810,762,3048
"45721",3980,796,3184
"45722",3980,796,3184
"45723",5840,1168,4672
"45724",4260,852,3408
"45725",4170,834,3336
"45726",4615,923,3692
"45727",4665,933,3732
"45728",5025,1005,4020
"45729",4880,976,3904
"45730",6055,1211,4844
"45731",4050,810,3240
"45732",4350,870,3480
"45733",4085,817,3268
"45734",4400,880,3520
"45735",4870,974,3896
"45736",5365,1073,4292
"45737",4700,940,3760
"45738",4915,983,3932
"45739",4615,923,3692
"45740",5750,1150,4600
"45741",5780,1156,4624
"45742",4310,862,3448
"45743",5305,1061,4244
"45744",5540,1108,4432
"45745",4035,807,3228
"45746",4650,930,3720
"45747",4895,979,3916
"45748",3665,733,2932
"45749",5225,1045,4180
"45750",5100,1020,4080
"45751",5065,1013,4052
"45752",3725,745,2980
"45753",5730,1146,4584
"45754",6120,1224,4896
"45755",4275,855,3420
"45756",5465,1093,4372
"45757",4195,839,3356
"45758",5130,1026,4104
"45759",3745,749,2996
"45760",4145,829,3316
"45761",5015,1003,4012
"45762",4410,882,3528
"45763",5280,1056,4224
"45764",4705,941,3764
"45765",4230,846,3384
"45766",4040,808,3232
"45767",4630,926,3704
"45768",4370,874,3496
"45769",6880,1376,5504
"45770",4725,945,3780
"45771",5190,1038,4152
"45772",4745,949,3796
"45773",5540,1108,4432
"45774",4590,918,3672
"45775",4890,978,3912
"45776",5840,1168,4672
"45777",4355,871,3484
"45778",4615,923,3692
"45779",4455,891,3564
"45780",5955,1191,4764
"45781",5040,1008,4032
"45782",8545,1709,6836
"45783",4200,840,3360
"45784",4220,844,3376
"45785",4465,893,3572
"45786",4765,953,3812
"45787",4085,817,3268
"45788",5430,1086,4344
"45789",4765,953,3812
"45790",4235,847,3388
"45791",3725,745,2980
"45792",4955,991,3964
"45793",4535,907,3628
"45794",4225,845,3380
"45795",4210,842,3368
"45796",4765,953,3812
"45797",4685,937,3748
"45798",3375,675,2700
"45799",7205,1441,5764
"45800",4110,822,3288
"45801",7385,1477,5908
"45802",4345,869,3476
"45803",6185,1237,4948
"45804",5180,1036,4144
"45805",4530,906,3624
"45806",4210,842,3368
"45807",5415,1083,4332
"45808",5750,1150,4600
"45809",6210,1242,4968
"45810",5240,1048,4192
"45811",4570,914,3656
"45812",4355,871,3484
"45813",4560,912,3648
"45814",4950,990,3960
"45815",5995,1199,4796
"45816",3820,764,3056
"45817",3835,767,3068
"45818",5425,1085,4340
"45819",3675,735,2940
"45820",3760,752,3008
"45821",5750,1150,4600
"45822",4550,910,3640
"45823",4340,868,3472
"45824",4520,904,3616
"45825",3900,780,3120
"45826",4395,879,3516
"45827",5075,1015,4060
"45828",4600,920,3680
"45829",4235,847,3388
"45830",4600,920,3680
"45831",4220,844,3376
"45832",4545,909,3636
"45833",3890,778,3112
"45834",6070,1214,4856
"45835",4200,840,3360
"45836",4830,966,3864
"45837",4555,911,3644
"45838",3935,787,3148
"45839",3990,798,3192
"45840",4095,819,3276
"45841",5470,1094,4376
"45842",3960,792,3168
"45843",4895,979,3916
"45844",5255,1051,4204
"45845",3590,718,2872
"45846",4980,996,3984
"45847",5545,1109,4436
"45848",4945,989,3956
"45849",5310,1062,4248
"45850",4840,968,3872
"45851",4655,931,3724
"45852",4290,858,3432
"45853",6400,1280,5120
"45854",4280,856,3424
"45855",6670,1334,5336
"45856",5420,1084,4336
"45857",4400,880,3520
"45858",5495,1099,4396
"45859",3135,627,2508
"45860",4580,916,3664
"45861",3575,715,2860
"45862",4235,847,3388
"45863",4910,982,3928
"45864",4510,902,3608
"45865",4340,868,3472
"45866",4790,958,3832
"45867",5405,1081,4324
"45868",4620,924,3696
"45869",4620,924,3696
"45870",4720,944,3776
"45871",4530,906,3624
"45872",4600,920,3680
"45873",5330,1066,4264
"45874",4035,807,3228
"45875",6090,1218,4872
"45876",3930,786,3144
"45877",6770,1354,5416
"45878",7075,1415,5660
"45879",4140,828,3312
"45880",3630,726,2904
"45881",3630,726,2904
"45882",4735,947,3788
"45883",5420,1084,4336
"45884",3990,798,3192
"45885",4795,959,3836
"45886",4505,901,3604
"45887",5265,1053,4212
"45888",4255,851,3404
"45889",7155,1431,5724
"45890",4095,819,3276
"45891",4345,869,3476
"45892",3400,680,2720
"45893",4470,894,3576
"45894",3280,656,2624
"45895",5345,1069,4276
"45896",4550,910,3640
"45897",5340,1068,4272
"45898",4615,923,3692
"45899",4780,956,3824
"45900",5000,1000,4000
"45901",4060,812,3248
"45902",4015,803,3212
"45903",4545,909,3636
"45904",5545,1109,4436
"45905",4075,815,3260
"45906",5390,1078,4312
"45907",4490,898,3592
"45908",5335,1067,4268
"45909",4265,853,3412
"45910",3340,668,2672
"45911",5895,1179,4716
"45912",3775,755,3020
"45913",7510,1502,6008
"45914",4470,894,3576
"45915",4995,999,3996
"45916",4980,996,3984
"45917",4185,837,3348
"45918",4035,807,3228
"45919",4060,812,3248
"45920",4260,852,3408
"45921",4895,979,3916
"45922",4660,932,3728
"45923",4190,838,3352
"45924",3200,640,2560
"45925",4555,911,3644
"45926",3835,767,3068
"45927",3835,767,3068
"45928",4700,940,3760
"45929",6200,1240,4960
"45930",4050,810,3240
"45931",4365,873,3492
"45932",5825,1165,4660
"45933",4945,989,3956
"45934",4520,904,3616
"45935",4375,875,3500
"45936",4465,893,3572
"45937",4445,889,3556
"45938",4990,998,3992
"45939",4950,990,3960
"45940",5025,1005,4020
"45941",4130,826,3304
"45942",5790,1158,4632
"45943",5260,1052,4208
"45944",3700,740,2960
"45945",3295,659,2636
"45946",4565,913,3652
"45947",5110,1022,4088
